"obsid","xid","dist_pc","filter","wave","model_jy","star_jy","chi_star","ra_obs","de_obs"
1342217357,"V* FF Tau",161.83324702226827,"PACS100",100,0.000212615,0.0002095,2.8912,68.83713685562641,22.906671779372378
1342217357,"V* FF Tau",161.83324702226827,"PACS70",70,0.000432999,0.000423376,0.438559,68.83713685562641,22.906671779372378
1342216525,"V* FO Tau",156.92428403295412,"PACS100",100,0.352211,0.00173281,37.3366,63.70537005374333,28.208395390626478
1342216525,"V* FO Tau",156.92428403295412,"PACS70",70,0.538025,0.00334998,37.6572,63.70537005374333,28.208395390626478
1342226681,"V* FT Tau",,"PACS100",100,0.667348,0.000186397,38.8407,65.91331432451287,24.937220882407555
1342226681,"V* FT Tau",,"PACS70",70,0.912687,0.000376923,38.2419,65.91331432451287,24.937220882407555
1342227987,"V* FW Tau",,"PACS100",100,0.0190891,0.000103775,4.65064,67.37375501675795,26.281299229171644
1342227987,"V* FW Tau",,"PACS70",70,0.0234907,0.00020962,9.70827,67.37375501675795,26.281299229171644
1342228437,"V* FX Tau",,"PACS100",100,0.281895,0.00162336,38.3148,67.62343047033143,24.445780518055557
1342228437,"V* FX Tau",,"PACS70",70,0.431788,0.00305637,37.4921,67.62343047033143,24.445780518055557
1342228940,"V* GG Tau",,"PACS100",100,0.0876617,0.00353423,39.5763,68.12648183633331,17.527880391036188
1342228940,"V* GG Tau",,"PACS70",70,0.205774,0.00650007,38.5766,68.12648183633331,17.527880391036188
1342188372,"EXO 0235.2-5216",38.84656771150985,"PACS100",100,0.000595878,0.000595878,,39.21588783957663,-52.05100123055554
1342188372,"EXO 0235.2-5216",38.84656771150985,"PACS70",70,0.00120767,0.00120767,0.522959,39.21588783957663,-52.05100123055554
1342188372,"EXO 0235.2-5216",38.84656771150985,"PACS100",100,0.000595878,0.000595878,,39.215942066193904,-52.05100132745369
1342188372,"EXO 0235.2-5216",38.84656771150985,"PACS70",70,0.00120767,0.00120767,0.522959,39.215942066193904,-52.05100132745369
1342193141,"Haro 6-37",,"PACS100",100,0.300358,0.00188436,39.4125,71.74569311989866,17.043779093615456
1342193141,"Haro 6-37",,"PACS70",70,0.523936,0.00366635,37.9018,71.74569311989866,17.043779093615456
1342193141,"Haro 6-37",,"PACS100",100,0.300358,0.00188436,39.4125,71.74568757062048,17.043763232504766
1342193141,"Haro 6-37",,"PACS70",70,0.523936,0.00366635,37.9018,71.74568757062048,17.043763232504766
1342193134,"V* V397 Aur",148.59945018203433,"PACS100",100,0.00253613,0.000135666,,74.00846086852549,30.350947830001477
1342193134,"V* V397 Aur",148.59945018203433,"PACS70",70,0.00420599,0.000274787,3.54023,74.00846086852549,30.350947830001477
1342193134,"V* V397 Aur",148.59945018203433,"PACS100",100,0.00253613,0.000135666,,74.00846268594262,30.35094179000162
1342193134,"V* V397 Aur",148.59945018203433,"PACS70",70,0.00420599,0.000274787,3.54023,74.00846268594262,30.35094179000162
1342216028,"V* V1224 Tau",146.27795737460323,"PACS100",100,0.0000583785,0.0000583785,1.77326,52.40994505238404,24.51038875437281
1342216028,"V* V1224 Tau",146.27795737460323,"PACS70",70,0.000118142,0.000118142,-0.114575,52.40994505238404,24.51038875437281
1342191017,"V* V679 Tau",450.28818443804033,"PACS100",100,0.000115503,0.000115503,,58.00935407419711,24.663130145181565
1342191017,"V* V679 Tau",450.28818443804033,"PACS70",70,0.000233437,0.000233437,1.78789,58.00935407419711,24.663130145181565
1342191017,"V* V679 Tau",450.28818443804033,"PACS100",100,0.000115503,0.000115503,,58.00936438833287,24.663117669995994
1342191017,"V* V679 Tau",450.28818443804033,"PACS70",70,0.000233437,0.000233437,1.78789,58.00936438833287,24.663117669995994
1342191018,"2MASS J04053087+2151106",125.9636217060513,"PACS100",100,0.0000642405,0.0000642405,,61.378696555442076,21.852910300370436
1342191018,"2MASS J04053087+2151106",125.9636217060513,"PACS70",70,0.000129854,0.000129854,2.46719,61.378696555442076,21.852910300370436
1342191018,"2MASS J04053087+2151106",125.9636217060513,"PACS100",100,0.0000642405,0.0000642405,,61.3786979402023,21.85290602000007
1342191018,"2MASS J04053087+2151106",125.9636217060513,"PACS70",70,0.000129854,0.000129854,2.46719,61.3786979402023,21.85290602000007
1342216555,"2MASS J04182147+1658470",181.34010336385893,"PACS100",100,0.0000304287,0.0000304287,2.82717,64.58949654674142,16.979691107499544
1342216555,"2MASS J04182147+1658470",181.34010336385893,"PACS70",70,0.0000615834,0.0000615834,1.36451,64.58949654674142,16.979691107499544
1342216551,"HBC 376",121.82642171434142,"PACS100",100,0.0000956878,0.0000956878,1.73351,64.71544119933418,17.387898026506644
1342216551,"HBC 376",121.82642171434142,"PACS70",70,0.000193797,0.000193797,3.12471,64.71544119933418,17.387898026506644
1342190345,"HD 285778",120.07829104576184,"PACS100",100,0.000239453,0.000185237,,66.79404452213085,17.845144448102737
1342190345,"HD 285778",120.07829104576184,"PACS70",70,0.000487421,0.000375347,1.9312,66.79404452213085,17.845144448102737
1342190345,"HD 285778",120.07829104576184,"PACS100",100,0.000239453,0.000185237,,66.79404535565942,17.845138355348244
1342190345,"HD 285778",120.07829104576184,"PACS70",70,0.000487421,0.000375347,1.9312,66.79404535565942,17.845138355348244
1342190346,"HBC 392",140.21705600269217,"PACS100",100,0.0000780843,0.0000780843,,67.8632645150932,17.10681069124866
1342190346,"HBC 392",140.21705600269217,"PACS70",70,0.000158735,0.000158735,1.45546,67.8632645150932,17.10681069124866
1342190346,"HBC 392",140.21705600269217,"PACS100",100,0.0000780843,0.0000780843,,67.86326959449296,17.106800870623456
1342190346,"HBC 392",140.21705600269217,"PACS70",70,0.000158735,0.000158735,1.45546,67.86326959449296,17.106800870623456
1342229048,"V* V1077 Tau",122.98610257040954,"PACS100",100,0.0000519101,0.0000519101,3.30963,68.57512774113074,18.50176847444468
1342229048,"V* V1077 Tau",122.98610257040954,"PACS70",70,0.000105007,0.000105007,0.76382,68.57512774113074,18.50176847444468
1342229066,"2MASS J04352450+1751429",,"PACS100",100,0.000165539,0.000165539,0.969613,68.85214705557459,17.86174032777653
1342229066,"2MASS J04352450+1751429",,"PACS70",70,0.000331452,0.000331452,0.881705,68.85214705557459,17.86174032777653
1342228401,"HD 163296",118.62396204033215,"PACS100",100,0.235392,0.00214728,,269.0886741299927,-21.956204362494024
1342228401,"HD 163296",118.62396204033215,"PACS70",70,0.455613,0.00431668,38.6445,269.0886741299927,-21.956204362494024
1342209059,"HD 172555",28.546959748786755,"PACS100",100,0.0891888,0.00724606,17.2192,281.3623163645892,-64.87171428424631
1342209059,"HD 172555",28.546959748786755,"PACS70",70,0.192049,0.014784,33.1642,281.3623163645892,-64.87171428424631
1342189367,"HD 75505",94.9667616334283,"PACS100",100,0.000629658,0.000629658,,130.43581951668975,-79.04805136856451
1342189367,"HD 75505",94.9667616334283,"PACS70",70,0.00128253,0.00128253,2.02237,130.43581951668975,-79.04805136856451
1342189367,"HD 75505",94.9667616334283,"PACS100",100,0.000629658,0.000629658,,130.43577830911607,-79.04804448388856
1342189367,"HD 75505",94.9667616334283,"PACS70",70,0.00128253,0.00128253,2.02237,130.43577830911607,-79.04804448388856
1342188853,"HD 100453",102.7749229188078,"PACS100",100,12.7641,0.00117626,39.3547,173.27305844437245,-54.32461253523086
1342188853,"HD 100453",102.7749229188078,"PACS70",70,20.7488,0.00238737,38.6658,173.27305844437245,-54.32461253523086
1342188853,"HD 100453",102.7749229188078,"PACS100",100,12.7641,0.00117626,39.3547,173.27303352663964,-54.32461492861041
1342188853,"HD 100453",102.7749229188078,"PACS70",70,20.7488,0.00238737,38.6658,173.27303352663964,-54.32461492861041
1342188879,"HD 100546",109.17030567685589,"PACS100",100,61.1373,0.00140742,39.2497,173.3556829588745,-70.19478936662038
1342188879,"HD 100546",109.17030567685589,"PACS70",70,102.867,0.00284235,38.6528,173.3556829588745,-70.19478936662038
1342188879,"HD 100546",109.17030567685589,"PACS100",100,61.1373,0.00140742,39.2497,173.3556381349147,-70.1947894602778
1342188879,"HD 100546",109.17030567685589,"PACS70",70,102.867,0.00284235,38.6528,173.3556381349147,-70.1947894602778
1342188848,"V* DX Cha",108.38933448948623,"PACS100",100,0.589987,0.00374156,,180.0206578950649,-78.19295052935155
1342188848,"V* DX Cha",108.38933448948623,"PACS70",70,1.12295,0.00758752,38.6292,180.0206578950649,-78.19295052935155
1342188377,"V* DK Cet",40.783034257748774,"PACS100",100,0.0069925,0.00108071,,29.45438365251982,-21.901624002775744
1342188377,"V* DK Cet",40.783034257748774,"PACS70",70,0.0109046,0.00219227,6.6055,29.45438365251982,-21.901624002775744
1342188377,"V* DK Cet",40.783034257748774,"PACS100",100,0.0069925,0.00108071,,29.4544172415428,-21.901639137243116
1342188377,"V* DK Cet",40.783034257748774,"PACS70",70,0.0109046,0.00219227,6.6055,29.4544172415428,-21.901639137243116
1342215599,"HD 139614",134.69283299435637,"PACS100",100,13.3074,0.000489347,39.6291,235.19318162649301,-42.498284456876284
1342215599,"HD 139614",134.69283299435637,"PACS70",70,20.2661,0.000984382,38.6508,235.19318162649301,-42.498284456876284
1342215382,"HD 141569",110.62681151403854,"PACS100",100,2.77573,0.000904354,39.5142,237.49056342025364,-3.9212659012060342
1342215382,"HD 141569",110.62681151403854,"PACS70",70,3.84494,0.00183335,,237.49056342025364,-3.9212659012060342
1342216045,"HD 142527",157.3291798429855,"PACS100",100,0.0148391,0.00376378,38.3396,239.17448892795372,-42.32320602000138
1342216045,"HD 142527",157.3291798429855,"PACS70",70,0.0435526,0.00763421,38.6491,239.17448892795372,-42.32320602000138
1342215470,"HD 142666",148.27775388858407,"PACS100",100,4.88228,0.00138814,39.6345,239.16671558087398,-22.027848369999525
1342215470,"HD 142666",148.27775388858407,"PACS70",70,7.70189,0.00278406,38.6406,239.16671558087398,-22.027848369999525
1342188369,"HD 1466",42.955326460481096,"PACS100",100,0.00622689,0.00140431,,4.609408264333267,-63.47765918888974
1342188369,"HD 1466",42.955326460481096,"PACS70",70,0.0105725,0.00286554,8.51273,4.609408264333267,-63.47765918888974
1342188369,"HD 1466",42.955326460481096,"PACS100",100,0.00622689,0.00140431,,4.609478297374925,-63.47767973750096
1342188369,"HD 1466",42.955326460481096,"PACS70",70,0.0105725,0.00286554,8.51273,4.609478297374925,-63.47767973750096
1342215617,"* d Sco",41.28819157720892,"PACS100",100,0.00606778,0.00472147,0.333,244.57446539063147,-28.61433654686928
1342215617,"* d Sco",41.28819157720892,"PACS70",70,0.0139439,0.00962317,1.71496,244.57446539063147,-28.61433654686928
1342216497,"HD 150193",216.45021645021646,"PACS100",100,3.64729,0.00137339,39.5772,250.07466771089034,-23.895946553127192
1342216497,"HD 150193",216.45021645021646,"PACS70",70,6.52528,0.002787,33.2436,250.07466771089034,-23.895946553127192
1342193054,"* c Oph",122.697881007595,"PACS100",100,0.362893,0.00468313,36.3931,262.85397609899826,-23.96271760888876
1342193054,"* c Oph",122.697881007595,"PACS70",70,0.814785,0.00956637,37.5329,262.85397609899826,-23.96271760888876
1342193054,"* c Oph",122.697881007595,"PACS100",100,0.362893,0.00468313,36.3931,262.85397638235594,-23.962721570370235
1342193054,"* c Oph",122.697881007595,"PACS70",70,0.814785,0.00956637,37.5329,262.85397638235594,-23.962721570370235
1342188371,"* eps Hyi",46.554934823091244,"PACS100",100,0.00762217,0.00762217,,39.89799327340596,-68.26694705999999
1342188371,"* eps Hyi",46.554934823091244,"PACS70",70,0.0153517,0.0153517,0.470939,39.89799327340596,-68.26694705999999
1342188371,"* eps Hyi",46.554934823091244,"PACS100",100,0.00762217,0.00762217,,39.89806422127494,-68.26694703291666
1342188371,"* eps Hyi",46.554934823091244,"PACS70",70,0.0153517,0.0153517,0.470939,39.89806422127494,-68.26694703291666
1342215576,"V* PZ Tel",51.49330587023687,"PACS100",100,0.00127222,0.00127222,1.02915,283.2745521779293,-50.18079461874313
1342215576,"V* PZ Tel",51.49330587023687,"PACS70",70,0.00259002,0.00259002,1.78391,283.2745521779293,-50.18079461874313
1342193550,"HD 199143",45.662100456621005,"PACS100",100,0.00226353,0.00187095,,313.9488181974991,-17.114359225375626
1342193550,"HD 199143",45.662100456621005,"PACS70",70,0.00458648,0.00379312,0.799803,313.9488181974991,-17.114359225375626
1342193550,"HD 199143",45.662100456621005,"PACS100",100,0.00226353,0.00187095,,313.94882816840635,-17.11436940616296
1342193550,"HD 199143",45.662100456621005,"PACS70",70,0.00458648,0.00379312,0.799803,313.94882816840635,-17.11436940616296
1342208847,"HD 202917",47.641734159123395,"PACS100",100,0.0321437,0.000729486,11.3324,320.20831507048246,-53.0344999372163
1342208847,"HD 202917",47.641734159123395,"PACS70",70,0.039769,0.00148038,21.8664,320.20831507048246,-53.0344999372163
1342208847,"HD 202917",47.641734159123395,"PACS100",100,0.0321437,0.000729486,11.3324,320.20832112660776,-53.0345109844383
1342208847,"HD 202917",47.641734159123395,"PACS70",70,0.039769,0.00148038,21.8664,320.20832112660776,-53.0345109844383
1342188370,"* eta Tuc",47.438330170777995,"PACS100",100,0.0034696,0.00344395,,359.3966655355927,-64.29840095833273
1342188370,"* eta Tuc",47.438330170777995,"PACS70",70,0.00706735,0.00696228,1.54948,359.3966655355927,-64.29840095833273
1342188370,"* eta Tuc",47.438330170777995,"PACS100",100,0.0034696,0.00344395,,359.39671603915195,-64.29841819416602
1342188370,"* eta Tuc",47.438330170777995,"PACS70",70,0.00706735,0.00696228,1.54948,359.39671603915195,-64.29841819416602
1342226669,"HD 283572",130.33051819414035,"PACS100",100,0.000827888,0.000827888,1.41691,65.49523380226634,28.301723431110073
1342226669,"HD 283572",130.33051819414035,"PACS70",70,0.00167792,0.00167792,0.715496,65.49523380226634,28.301723431110073
1342217361,"HD 283759",162.85318785115217,"PACS100",100,0.047936,0.000203987,3.47971,69.20482666592324,24.216312533126455
1342217361,"HD 283759",162.85318785115217,"PACS70",70,0.0599656,0.000414138,7.11485,69.20482666592324,24.216312533126455
1342242068,"HD 283759",162.85318785115217,"PACS100",100,0.047936,0.000203987,3.47971,69.20483988956086,24.21630884895992
1342242068,"HD 283759",162.85318785115217,"PACS70",70,0.0599656,0.000414138,7.11485,69.20483988956086,24.21630884895992
1342193111,"HD 30051",67.58629079677479,"PACS100",100,0.0181483,0.0015798,7.90478,70.82183515513063,-23.628436591111544
1342193111,"HD 30051",67.58629079677479,"PACS70",70,0.0268206,0.00320759,14.3212,70.82183515513063,-23.628436591111544
1342193111,"HD 30051",67.58629079677479,"PACS100",100,0.0181483,0.0015798,7.90478,70.82185039075313,-23.628439880000478
1342193111,"HD 30051",67.58629079677479,"PACS70",70,0.0268206,0.00320759,14.3212,70.82185039075313,-23.628439880000478
1342193111,"HD 30051",67.58629079677479,"PACS100",100,0.0181483,0.0015798,7.90478,70.82185546929396,-23.628440976296787
1342193111,"HD 30051",67.58629079677479,"PACS70",70,0.0268206,0.00320759,14.3212,70.82185546929396,-23.628440976296787
1342193131,"HD 31648",161.773032435493,"PACS100",100,0.822486,0.00118172,39.655,74.69278830315497,29.84353625861233
1342193131,"HD 31648",161.773032435493,"PACS70",70,1.52113,0.00240084,38.6572,74.69278830315497,29.84353625861233
1342193131,"HD 31648",161.773032435493,"PACS100",100,0.822486,0.00118172,39.655,74.69278983809691,29.843529217501334
1342193131,"HD 31648",161.773032435493,"PACS70",70,1.52113,0.00240084,38.6572,74.69278983809691,29.843529217501334
1342188484,"HD 3221",44.49883190566248,"PACS100",100,0.00120309,0.00120309,,8.713864969533574,-61.91629344055361
1342188484,"HD 3221",44.49883190566248,"PACS70",70,0.00244542,0.00244542,1.38889,8.713864969533574,-61.91629344055361
1342188484,"HD 3221",44.49883190566248,"PACS100",100,0.00120309,0.00120309,,8.713921664649712,-61.91630928761358
1342188484,"HD 3221",44.49883190566248,"PACS70",70,0.00244542,0.00244542,1.38889,8.713921664649712,-61.91630928761358
1342193125,"HD 32297",136.23978201634878,"PACS100",100,0.81448,0.000366098,39.304,75.61433224865185,7.460955215835158
1342193125,"HD 32297",136.23978201634878,"PACS70",70,0.997405,0.000742661,37.9113,75.61433224865185,7.460955215835158
1342193125,"HD 32297",136.23978201634878,"PACS100",100,0.81448,0.000366098,39.304,75.61433386315447,7.460948612502002
1342193125,"HD 32297",136.23978201634878,"PACS70",70,0.997405,0.000742661,37.9113,75.61433386315447,7.460948612502002
1342217498,"HD 35187",114.15525114155251,"PACS100",100,3.48808,0.00169623,39.5834,81.00491820235762,24.960354233749285
1342217498,"HD 35187",114.15525114155251,"PACS70",70,5.71493,0.0034061,38.6337,81.00491820235762,24.960354233749285
1342217746,"V* AF Lep",26.76659528907923,"PACS100",100,0.0439879,0.00431697,15.8302,81.76990098040098,-11.901116909370709
1342217746,"V* AF Lep",26.76659528907923,"PACS70",70,0.0537098,0.00877071,,81.76990098040098,-11.901116909370709
1342217502,"HD 36112",160.24357022674465,"PACS100",100,0.00350579,0.0024091,39.6677,82.6147152184888,25.332439223126716
1342217502,"HD 36112",160.24357022674465,"PACS70",70,0.0103419,0.00488566,38.657,82.6147152184888,25.332439223126716
1342218557,"V* CQ Tau",163.1188320691624,"PACS100",100,0.885243,0.00489261,39.6525,83.99362188045194,24.74827537425628
1342218557,"V* CQ Tau",163.1188320691624,"PACS70",70,1.62342,0.00947876,38.6399,83.99362188045194,24.74827537425628
1342188507,"HD 44627",50.200803212851405,"PACS100",100,0.000727213,0.000727213,,94.80387937756738,-58.0541873000039
1342188507,"HD 44627",50.200803212851405,"PACS70",70,0.0014862,0.0014862,1.33988,94.80387937756738,-58.0541873000039
1342188507,"HD 44627",50.200803212851405,"PACS100",100,0.000727213,0.000727213,,94.80388941457637,-58.054170606671086
1342188507,"HD 44627",50.200803212851405,"PACS70",70,0.0014862,0.0014862,1.33988,94.80388941457637,-58.054170606671086
1342188506,"V* AO Men",39.2626474803196,"PACS100",100,0.000952105,0.000952105,,94.61746414293019,-72.04463984500508
1342188506,"V* AO Men",39.2626474803196,"PACS70",70,0.00192624,0.00192624,1.55577,94.61746414293019,-72.04463984500508
1342188506,"V* AO Men",39.2626474803196,"PACS100",100,0.000952105,0.000952105,,94.6174564234143,-72.04461748771396
1342188506,"V* AO Men",39.2626474803196,"PACS70",70,0.00192624,0.00192624,1.55577,94.6174564234143,-72.04461748771396
1342188885,"HD 55279",63.41154090044388,"PACS100",100,0.000378047,0.000378047,,105.127070611315,-79.69593960636831
1342188885,"HD 55279",63.41154090044388,"PACS70",70,0.000764734,0.000764734,2.28139,105.127070611315,-79.69593960636831
1342188885,"HD 55279",63.41154090044388,"PACS100",100,0.000378047,0.000378047,,105.12707370325273,-79.69592430694725
1342188885,"HD 55279",63.41154090044388,"PACS70",70,0.000764734,0.000764734,2.28139,105.12707370325273,-79.69592430694725
1342188847,"HD 97048",,"PACS100",100,0.406529,0.000725274,37.3049,167.01350006165654,-77.65485504479182
1342188847,"HD 97048",,"PACS70",70,0.76844,0.00145698,37.9921,167.01350006165654,-77.65485504479182
1342188847,"HD 97048",,"PACS100",100,0.406529,0.000725274,37.3049,167.01345876453394,-77.65485453125018
1342188847,"HD 97048",,"PACS70",70,0.76844,0.00145698,37.9921,167.01345876453394,-77.65485453125018
1342236600,"HD 223408",35.38946101850868,"PACS100",100,0.0535483,0.00216419,,357.3310737677705,-27.854428993910194
1342236600,"HD 223408",35.38946101850868,"PACS70",70,0.0715995,0.00442425,29.7583,357.3310737677705,-27.854428993910194
1342233611,"V* BV Phe",35.72704537334763,"PACS100",100,0.00212865,0.000391965,,13.857666950888039,-51.83147566666667
1342233611,"V* BV Phe",35.72704537334763,"PACS70",70,0.00084598,0.000791707,1.24415,13.857666950888039,-51.83147566666667
1342234422,"HD 94131",77.44973512190589,"PACS100",100,0.175793,0.0008645,,162.42423468310554,-71.65408753333145
1342234422,"HD 94131",77.44973512190589,"PACS70",70,0.193505,0.00175961,36.5305,162.42423468310554,-71.65408753333145
1342234417,"HD 102458",110.37527593818984,"PACS100",100,0.00189821,0.00042601,,176.8520861748859,-49.88420435000026
1342234417,"HD 102458",110.37527593818984,"PACS70",70,0.00327745,0.000863445,4.44357,176.8520861748859,-49.88420435000026
1342237932,"HD 113767",33.843123584934396,"PACS100",100,0.0428617,0.00100533,,196.64379051488606,-49.68645878455732
1342237932,"HD 113767",33.843123584934396,"PACS70",70,0.052358,0.00203798,21.3887,196.64379051488606,-49.68645878455732
1342237904,"HD 119152",81.16883116883116,"PACS100",100,0.0162086,0.000812821,,205.46971567544568,-18.984879060879194
1342237904,"HD 119152",81.16883116883116,"PACS70",70,0.0239758,0.00165809,14.7072,205.46971567544568,-18.984879060879194
1342237922,"HD 121189",118.76484560570071,"PACS100",100,0.0126595,0.000350002,,208.79150791226607,-50.74533165891229
1342237922,"HD 121189",118.76484560570071,"PACS70",70,0.0200682,0.000716317,16.4008,208.79150791226607,-50.74533165891229
1342215621,"HD 138813",134.40860215053763,"PACS100",100,0.33917,0.000548396,37.4516,233.81704428212618,-25.73423777187271
1342215621,"HD 138813",134.40860215053763,"PACS70",70,0.401024,0.0011145,,233.81704428212618,-25.73423777187271
1342189658,"HD 142097",140.92049265804235,"PACS100",100,0.000657792,0.000657792,,238.34132315728564,-21.971360554956266
1342189658,"HD 142097",140.92049265804235,"PACS70",70,0.00133118,0.00133118,2.36911,238.34132315728564,-21.971360554956266
1342189658,"HD 142097",140.92049265804235,"PACS100",100,0.000657792,0.000657792,,238.3413191825914,-21.97136858875286
1342189658,"HD 142097",140.92049265804235,"PACS70",70,0.00133118,0.00133118,2.36911,238.3413191825914,-21.97136858875286
1342189656,"HD 142315",147.7104874446086,"PACS100",100,0.202465,0.000873856,33.3019,238.6732753823612,-22.766317153842124
1342189656,"HD 142315",147.7104874446086,"PACS70",70,0.280201,0.00178436,33.817,238.6732753823612,-22.766317153842124
1342189656,"HD 142315",147.7104874446086,"PACS100",100,0.202465,0.000873856,33.3019,238.67327057866746,-22.766324518749478
1342189656,"HD 142315",147.7104874446086,"PACS70",70,0.280201,0.00178436,33.817,238.67327057866746,-22.766324518749478
1342215486,"HD 142705",140.84507042253523,"PACS100",100,0.00263179,0.000547036,,239.19935182089804,-23.184150096874955
1342215486,"HD 142705",140.84507042253523,"PACS70",70,0.00465624,0.00111066,2.69037,239.19935182089804,-23.184150096874955
1342215502,"HD 144587",108.45986984815617,"PACS100",100,0.00757094,0.000511773,,241.8746537302664,-23.95075754374709
1342215502,"HD 144587",108.45986984815617,"PACS70",70,0.0133751,0.00104278,6.65975,241.8746537302664,-23.95075754374709
1342215414,"HD 144981",170.35775127768312,"PACS100",100,0.00322297,0.00042614,,242.33700401208662,-19.457275073747617
1342215414,"HD 144981",170.35775127768312,"PACS70",70,0.00577979,0.000864774,3.68513,242.33700401208662,-19.457275073747617
1342215404,"HD 145554",140.4494382022472,"PACS100",100,0.00605241,0.000623957,,243.09094081949172,-19.579122137501145
1342215404,"HD 145554",140.4494382022472,"PACS70",70,0.0108383,0.00125888,10.9195,243.09094081949172,-19.579122137501145
1342215402,"HD 145631",131.75230566534916,"PACS100",100,0.00282477,0.000714556,,243.18372969303414,-19.502951459372376
1342215402,"HD 145631",131.75230566534916,"PACS70",70,0.0051465,0.00144137,5.03355,243.18372969303414,-19.502951459372376
1342234349,"HD 146621",64.65503307104942,"PACS100",100,0.0073387,0.000685511,,243.92588779760862,35.64099719333295
1342234349,"HD 146621",64.65503307104942,"PACS70",70,0.0108801,0.00138867,7.83767,243.92588779760862,35.64099719333295
1342215615,"HD 146606",129.36610608020698,"PACS100",100,0.00758003,0.00058556,4.02917,244.56729235445954,-28.041786446873473
1342215615,"HD 146606",129.36610608020698,"PACS70",70,0.0127295,0.00119053,,244.56729235445954,-28.041786446873473
1342215514,"HD 147137",164.20361247947454,"PACS100",100,0.0135475,0.000329269,22.8027,245.20926222189922,-22.594170368752334
1342215514,"HD 147137",164.20361247947454,"PACS70",70,0.0204907,0.000669462,,245.20926222189922,-22.594170368752334
1342215510,"HD 147220",144.7178002894356,"PACS100",100,0.000459182,0.000459182,0.249183,245.33804297177713,-22.109014521877242
1342215510,"HD 147220",144.7178002894356,"PACS70",70,0.000933434,0.000933434,-0.00182673,245.33804297177713,-22.109014521877242
1342234335,"HD 183970",49.68573770899064,"PACS100",100,0.0712762,0.0010279,,292.66692537934296,35.102793656677655
1342234335,"HD 183970",49.68573770899064,"PACS70",70,0.0862367,0.0020994,30.6658,292.66692537934296,35.102793656677655
1342192759,"HIP 107345",46.36305050327091,"PACS100",100,0.000390358,0.000390358,,326.1257550330137,-60.97773709367569
1342192759,"HIP 107345",46.36305050327091,"PACS70",70,0.000789984,0.000789984,-1.276,326.1257550330137,-60.97773709367569
1342192759,"HIP 107345",46.36305050327091,"PACS100",100,0.000390358,0.000390358,,326.12578075430787,-60.97776523536499
1342192759,"HIP 107345",46.36305050327091,"PACS70",70,0.000789984,0.000789984,-1.276,326.12578075430787,-60.97776523536499
1342189150,"BD+05 378",44.4373344709291,"PACS100",100,0.000783174,0.000783174,,40.35809037930499,5.988284428384075
1342189150,"BD+05 378",44.4373344709291,"PACS70",70,0.00158491,0.00158491,1.73574,40.35809037930499,5.988284428384075
1342189150,"BD+05 378",44.4373344709291,"PACS100",100,0.000783174,0.000783174,,40.35812352895366,5.98826083921807
1342189150,"BD+05 378",44.4373344709291,"PACS70",70,0.00158491,0.00158491,1.73574,40.35812352895366,5.98826083921807
1342188368,"BPM 16228",41.160732661041365,"PACS100",100,0.000613182,0.000613182,2.45982,11.367754065524137,-51.626256550556064
1342188368,"BPM 16228",41.160732661041365,"PACS70",70,0.00123765,0.00123765,2.46923,11.367754065524137,-51.626256550556064
1342188368,"BPM 16228",41.160732661041365,"PACS100",100,0.000613182,0.000613182,2.45982,11.36779846807655,-51.62627282361167
1342188368,"BPM 16228",41.160732661041365,"PACS70",70,0.00123765,0.00123765,2.46923,11.36779846807655,-51.62627282361167
1342229064,"V* HN Tau",136.5747063643813,"PACS100",100,0.0160426,0.000334614,,68.41405029896367,17.864467819233273
1342229064,"V* HN Tau",136.5747063643813,"PACS70",70,0.0309207,0.000645325,38.5784,68.41405029896367,17.864467819233273
1342217353,"V* HO Tau",161.40226285972528,"PACS100",100,0.0607699,0.0012854,27.3317,68.83424317549085,22.53732499125262
1342217353,"V* HO Tau",161.40226285972528,"PACS70",70,0.090924,0.00237089,25.7253,68.83424317549085,22.53732499125262
1342195352,"* zet Lep",21.6076058772688,"PACS100",100,0.123747,0.018565,16.9777,86.7388821028315,-14.821951475462935
1342195352,"* zet Lep",21.6076058772688,"PACS70",70,0.299964,0.0376447,29.9028,86.7388821028315,-14.821951475462935
1342195352,"* zet Lep",21.6076058772688,"PACS100",100,0.123747,0.018565,16.9777,86.7388798529685,-14.821951667824045
1342195352,"* zet Lep",21.6076058772688,"PACS70",70,0.299964,0.0376447,29.9028,86.7388798529685,-14.821951667824045
1342217478,"V* HV Tau",,"PACS100",100,1.74484,0.00058068,39.2225,69.64707218709246,26.177374771118163
1342217478,"V* HV Tau",,"PACS70",70,1.39898,0.00115055,38.5106,69.64707218709246,26.177374771118163
1342227991,"V* IQ Tau",131.27494223902542,"PACS100",100,0.0255352,0.000284443,38.9589,67.46484229216584,26.112391112224117
1342227991,"V* IQ Tau",131.27494223902542,"PACS70",70,0.0485031,0.00057655,38.3221,67.46484229216584,26.112391112224117
1342217486,"V* IW Tau",,"PACS100",100,0.000299342,0.000245815,-0.343111,70.26963418637713,24.851626562501192
1342217486,"V* IW Tau",,"PACS70",70,0.000612233,0.000498317,1.0997,70.26963418637713,24.851626562501192
1342227051,"2MASS J04341099+2251445",161.7677985020302,"PACS100",100,0.000135489,0.000100964,0.21911,68.5458408221617,22.86227680212899
